Subject Common Name,Subject Org Name,Country Name,Org Unit Name,Validity Period,Key Signature,Serial Number,SHA1,SHA2,Issuer Subject Common Name,Issuer Subject Org Name,Issuer Country,Issuer Org Unit Name
STRATO SSL CA - G4,STRATO AG,DE,Domain Validated SSL,2015-12-17 => 2022-05-20,RSA 2048 / sha256WithRSAEncryption,023a88,7ED083AE25C7008868BFBEA7C1060BE6DF508F8C,513962DB1555DE3859283A81B3F702DC25A544E6D1A717F605397BD7EA913B76,GeoTrust Global CA,GeoTrust Inc.,US,
DigiCert TLS ICA GeoTrust Global,"DigiCert, Inc.",US,www.digicert.com,2019-01-22 => 2022-05-20,RSA 2048 / sha256WithRSAEncryption,0100397e758b59e768b0970997141b84,237502585923E55F60EA3225692F1BD78658D06E,516D856D0353BA69FFEB9C1EBA035D780844857006ECE99C051EC19C10C36CD5,GeoTrust Global CA,GeoTrust Inc.,US,
GeoTrust True Credentials CA 3,"GeoTrust, Inc.",US,,2012-08-22 => 2022-05-21,RSA 2048 / sha1WithRSAEncryption,023a61,3C24FD4E7F0255D7EDA23D96755497C652A4D960,5D74ED61D0B311E981BBCF0F419A35FA9FA1EC70FF1AEB742D73BCFEBA06CFFF,GeoTrust Global CA,GeoTrust Inc.,US,
Intermediate Certificate DV SSL CA,Intermediate Certificate,NL,Domain Validated SSL,2012-06-01 => 2022-05-21,RSA 2048 / sha1WithRSAEncryption,023a60,B88B124DAF3C565B493AC931B5DBAC294F12971B,8C2745352289E994B3EA349445B1CF6418E51740E1614F8B5667DAD2990AAEFB,GeoTrust Global CA,GeoTrust Inc.,US,
GeoTrust Global CA,GeoTrust Inc.,US,,2002-05-21 => 2022-05-21,RSA 2048 / sha1WithRSAEncryption,023456,DE28F4A4FFE5B92FA3C503D1A349A7F9962A8212,FF856A2D251DCD88D36656F450126798CFABAADE40799C722DE4D2B5DB36A73A,GeoTrust Global CA,GeoTrust Inc.,US,
DATACENTER CA - G2,"KYOCERA COMMUNICATION SYSTEMS Co.,Ltd.",JP,"Symantec Trust Network,Class 1 Managed PKI Individual Subscriber CA",2014-04-15 => 2022-06-06,RSA 2048 / sha256WithRSAEncryption,58ec821789970ad4f693a6ffd735f57e,E101014C8D599901866CA09EDBD2DEDD4C83F94E,EA70CA9465E25593BAB909A9DBF8F095C0B20BFBB54F1D185D464CCC8A431F4B,Symantec Japan Class 1 CA,Symantec Corporation,US,Symantec Trust Network
Honeywell International CA G2,Honeywell International Inc.,US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2012-06-07 => 2022-06-06,RSA 2048 / sha256WithRSAEncryption,6f5702ceb98aafa056117cf64d000ba1,6997C3B55E32D379805935ED80531D5280EC33BD,19550DF2A43B367AFA194C34F3C3CBF8678E346691F895F429871EEADA53F7F8,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Symantec Class 3 Extended Validation Code Signing CA,Symantec Corporation,US,Symantec Trust Network,2012-06-07 => 2022-06-06,RSA 2048 / sha1WithRSAEncryption,6c59efa9e100e10ee306ba8fe0292559,F8D2C10380EDA2774655E5619DB7D02F7D9E850A,169DAF83C0870AB8927C99D3FC0774DDF34FBA28B02B881DCD0B633B6D71B2BA,VeriSign Class 3 Public Primary Certification Authority - G5,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2006 VeriSign, Inc. - For authorized use only"
Telenor Norge AS EDC CA,Telenor Norge AS,NO,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2012-06-19 => 2022-06-18,RSA 2048 / sha1WithRSAEncryption,64bd88cdee991bfeeb75ecb1327ff340,BF3F6C7B48F9505838A9FED856EAA549C1208C3F,4F5C36419568CB1E7084FB82DACDD1015ADB1D57B5C3E3F17F7F7CA092977432,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Telenor Norge AS NF CA,Telenor Norge AS,NO,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2012-06-19 => 2022-06-18,RSA 2048 / sha1WithRSAEncryption,6365ba4f31ff7fe2e14f544b4cfde2ce,B11C83EDBEC27DEA81B51C11B45586C77862F858,8DE6CA4D03ADF19A56B3CDD6DCA843C51189D0A2BB60D84B9AD01EBC741F5F22,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Telenor Norge AS Test EDC CA,Telenor Norge AS,NO,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2012-06-19 => 2022-06-18,RSA 2048 / sha1WithRSAEncryption,1f1a016e607bb42f7d3fffd45f92b69c,6B56D5CFE20604C76C045AD3C264BF1CF0262DD4,889957D00561EF99867402A901359C772029AD43CCBE46B82BF2E7193D385411,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Telenor Norge AS Test NF CA,Telenor Norge AS,NO,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2012-06-19 => 2022-06-18,RSA 2048 / sha1WithRSAEncryption,00c44000caa1d52ac4b323efd7a5cc12,D5960054B89ABE7C3EEF4F2083EB2DF0935BC7D2,D9E9093FBD728E05240FDB4D0DF46B7BEB9AB7E9554D30CB49D4681D6344C75F,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
"Moog, Inc. M2 CA","Moog, Inc.",US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2012-07-19 => 2022-07-18,RSA 2048 / sha256WithRSAEncryption,2356997b747d3a33bda2607b29b6fdd2,1A23EE1141CE00016DE0023DAB3545C8C3B7BC9B,01C235311274307F4457E079E1E11CCB0AB5B2A9F9919B269A5D304821F93FB8,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Gaitame CA - G3,Bank Of Japan,JP,"Symantec Trust Network,Class 1 Managed PKI Individual Subscriber CA",2012-09-06 => 2022-07-22,RSA 2048 / sha256WithRSAEncryption,2dac3e6c0fe729f3015ccc3a70313076,BAA53937E21F905B7BA41B563D0350C8D3A607D7,D20118563ACC4AB2D1DF217E3974D00877F71D2B74959F43FED33C45EBF5FB31,VeriSign Japan Class 1 CA - G5,VeriSign Japan K.K.,JP,Symantec Trust Network
Gaitame CA - G3,Bank Of Japan,JP,"Symantec Trust Network,Class 1 Managed PKI Individual Subscriber CA",2012-09-06 => 2022-07-22,RSA 2048 / sha256WithRSAEncryption,3b8f41ec47fe53fec9c46b017a1b63bd,54D0F3B8EBB68242B315AB8D50012DF406B9F14A,58F0778CB9969B09B24BDC96A03091B0AA98BAFF9C23F82B78B061035D85A65F,VeriSign Japan Class 1 CA - G5,VeriSign Japan K.K.,JP,Symantec Trust Network
VeriSign Japan Class 1 CA - G5,VeriSign Japan K.K.,JP,Symantec Trust Network,2012-07-24 => 2022-07-23,RSA 2048 / sha256WithRSAEncryption,022f53359d5d4557517daabe8415c869,E96720A7063E0C288D73C3399172098737AD805F,02E9E323CD6F98374079523514C3783AC1003AB80ABCBA0EE2258C418EAC44CC,Symantec Class 1 Public Primary Certification Authority - G6,Symantec Corporation,US,Symantec Trust Network
VeriSign Japan Class 1 CA - G5,VeriSign Japan K.K.,JP,Symantec Trust Network,2012-07-24 => 2022-07-23,RSA 2048 / sha256WithRSAEncryption,0aca5b0f1446a6428fcdfa1f053550ff,14D19718184DB664746060536F794A0FAA68EF52,9CEBC030750F1A1BADC06C998558AE209DFCCA68A80D38C161A85DC5AF68DD48,VeriSign Class 1 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
VeriSign Japan Class 1 CA - G5,VeriSign Japan K.K.,JP,Symantec Trust Network,2012-07-24 => 2022-07-23,RSA 2048 / sha256WithRSAEncryption,6c5caf3d3850aba66f386ad0bd02d339,45F1F3A9CB46F78040469EA17CEC594D0F16A463,41AA85FB17777092F6F704ED1C17BF138A643E43BA8B26044A67D06333C0066C,Symantec Class 1 Public Primary Certification Authority - G6,Symantec Corporation,US,Symantec Trust Network
Autoridad Certificante Bolsa de Cereales - G2,Bolsa de Cereales,AR,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2015-08-18 => 2022-07-25,RSA 2048 / sha256WithRSAEncryption,66f19aeeb1a2bd899cb598bd7a84840c,D5F330C9C9E953F401311CC36CADEF2FAEAA81AE,54E37620BF05CEAFBB2286EB251F69434C84677B8122299AF2E07750341268E2,CertiSur Class 2 CA - G3,CertiSur S.A.,,Symantec Trust Network
Siemens Issuing CA EE Auth 2016,Siemens,DE,Siemens Trust Center,2016-08-04 => 2022-08-04,RSA 4096 / sha256WithRSAEncryption,78142863c47c96d3fcc27dffd69a1a8352da636d,E062D433F55763EF1104DFAC9074223792BF6CD5,940D2F212A2A39CC84BD42D0F6DC4F7BA4C477E7A5A9922C96B9F5EC14E4A6C8,QuoVadis Enterprise Trust CA 3 G3,QuoVadis Limited,BM,
Siemens Issuing CA EE Enc 2016,Siemens,DE,Siemens Trust Center,2016-08-04 => 2022-08-04,RSA 4096 / sha256WithRSAEncryption,1f878aefda75d6ecba7fa61e3d489d607c6a18e8,410DE74321872F90A43E4969C3224A987EDED648,ABF3803CD2939E26803E52280A81F67C46C3E0EE75FCDBB1E30FB03A321ACFAD,QuoVadis Enterprise Trust CA 3 G3,QuoVadis Limited,BM,
Siemens Issuing CA EE Auth 2016,Siemens,DE,Siemens Trust Center,2018-07-25 => 2022-08-04,RSA 4096 / sha256WithRSAEncryption,76f411b4b0c94277d297bc7719e17545f0c4c051,1C3F046FF6A0BEF208C4079AB0F9BAA24EE7EFCC,5972B9BD471017D5F32705BEE915703626575F8B270A39C1C312C7F9246C10D4,QuoVadis Enterprise Trust CA 3 G3,QuoVadis Limited,BM,
Siemens Issuing CA EE Network Smartcard Auth 2016,Siemens,DE,Siemens Trust Center,2016-08-04 => 2022-08-04,RSA 4096 / sha256WithRSAEncryption,10838a8f836a099fc1b0a3ce910a74d0452462ff,2CBDAD98840D77BA8A58F8807A0B8A53F959CA02,37D220A6C7522799021191349C183F917BE1BE8626CF926B0FD6E0A8681EE031,QuoVadis Enterprise Trust CA 3 G3,QuoVadis Limited,BM,
Siemens Issuing CA Medium Strength Authentication 2016,Siemens,DE,Siemens Trust Center,2016-08-04 => 2022-08-04,RSA 4096 / sha256WithRSAEncryption,5bc025f50762a76330630923fae1a0a14cd6741c,5C3E5CCBF57F8B2148E5DA2AF34B61F03A5747FD,42AB4D9F1809454EBEC245D8DB06FF61AA8289B05A263DFEE9662DAC91666043,QuoVadis Enterprise Trust CA 3 G3,QuoVadis Limited,BM,
Siemens Issuing CA Multi Purpose 2016,Siemens,DE,Siemens Trust Center,2016-08-04 => 2022-08-04,RSA 4096 / sha256WithRSAEncryption,72530d7085a5bf58fed438538eddfa8bd7c160c9,16C22A500AA0022AFBB07A5D4E65094D2E07006E,05BFB6605D48516A571BAF9A7FF75376130470DA5EE7FF684C2672EAA0C0C8AD,QuoVadis Enterprise Trust CA 3 G3,QuoVadis Limited,BM,
GeoTrust Extended Validation SSL CA - G2,GeoTrust Inc.,US,,2012-08-23 => 2022-08-22,RSA 2048 / sha1WithRSAEncryption,0b1db1a919f24c3c4efcb57a6a4e6cbf,C4FA3741B7A7F1F6C23D24F4209F5A49CD5E55C6,C7B57A02F937AE0BE3E21027030592C9D47A70D7013EB3AA94DBC3B7B5AB0662,GeoTrust Primary Certification Authority,GeoTrust Inc.,US,
DAIICHI SANKYO COMPANY Public CA - G2,"DAIICHI SANKYO COMPANY, LIMITED",JP,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2014-04-15 => 2022-08-27,RSA 2048 / sha256WithRSAEncryption,5a2becabae280294ba3cee5861bf495f,8BCFCB5BBE3CB277C3E7E07238AA114725B3092D,68361FD0131D79AC91C9939F3E5479CA32E2BE419A7CF519E026F992234509EE,Symantec Japan Class 2 CA,Symantec Corporation,US,Symantec Trust Network
EidRootCA,"Eid Passport, Inc.",US,Certificate Authorities,2012-09-27 => 2022-09-26,RSA 2048 / sha256WithRSAEncryption,14168ffce210b9194ef2c0fb6247882d,9026879758C9780D0C981D9CDD15282BF4AEB6F9,68F3EEC077D6B879AD9D0A5F7670457212FC9C33A133730B606F4763139D18BA,EidRootCA,"Eid Passport, Inc.",US,Certificate Authorities
GeoTrust TLS DV RSA Mixed SHA256 2021 CA-1,DigiCert Inc,US,,2021-01-01 => 2022-09-30,RSA 2048 / sha256WithRSAEncryption,02da99aa862c2abe702fe4ea8bf799fe,9546387C13B2B9DAC48CBFC35439FE04D04922EE,1D80CD18A794F1F4850EDC33C6048F02E85386A47F3CE836974A8E452A60D7F2,DigiCert Global Root CA,DigiCert Inc,US,www.digicert.com
RapidSSL TLS DV RSA Mixed SHA256 2021 CA-1,DigiCert Inc,US,,2021-01-01 => 2022-09-30,RSA 2048 / sha256WithRSAEncryption,0f8e9cf313aeed1123e16602c3696a52,75EAB86219B7A3F79225CCCAD7232C2603E8E9B5,6060EAB180122EB14F22EDE465B4A9A70E29E70FB182EBF01D5B1333F2E73242,DigiCert Global Root CA,DigiCert Inc,US,www.digicert.com
Enterprise Services CA - G2,Adobe Systems Incorporated,US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2012-10-16 => 2022-10-15,RSA 2048 / sha256WithRSAEncryption,792a2faefa33df8fb7302a803c106e37,B2BBA9C7DB868AAAD12FAD04AF96D04928DED284,EA78912AE2E15549DDA02D74CC05A18DADC218DD05C13F045B26433D23732F33,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Astellas Global SMIME CA - G2,Astellas Pharma Inc.,JP,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2014-04-15 => 2022-10-22,RSA 2048 / sha256WithRSAEncryption,210d6e3a5e6e8376917eacdccf99b104,85E9C1912878C71F7352135D2C7C8531D23145A6,B2ED9A6D9B6C48DD1494EE0CD4802179F6208C7F75894DE2607E16573BE464AE,Symantec Japan Class 2 CA,Symantec Corporation,US,Symantec Trust Network
Federal Bridge CA 2016,U.S. Government,US,FPKI,2016-10-27 => 2022-10-27,RSA 2048 / sha256WithRSAEncryption,379260dc85b3646c80479fe38cb04606c4bb5bf1,7C6D0D4711D0EBAB46A078813A04746A73A8B32B,E07B63279D172779ABE3BC932B2DDD5325C36031129707ECC9BA060A5C911D46,Federal Bridge CA 2016,U.S. Government,US,FPKI
DigiCert Federated ID L1 CA,DigiCert Inc,US,www.digicert.com,2012-10-30 => 2022-10-30,RSA 2048 / sha256WithRSAEncryption,0c5e592372c1b157287df6b3f929b27c,5F8593EFEE0312EAD52B9E43673771D31853A1F6,CAB016C5EA32061BD065FE13A55A40FA61058B27B34A7F8D175F7101EE063E3B,DigiCert Federated Trust CA,DigiCert Inc,US,www.digicert.com
DigiCert Federated ID L4 CA,DigiCert Inc,US,www.digicert.com,2012-10-30 => 2022-10-30,RSA 2048 / sha256WithRSAEncryption,097dbb8c7dfcd2ceda71f35f73029da7,858398ED8EA164216735E00847B660847A87517B,EFB2A3F37273D3589047919825EA5337E9B938A8C178B61C18C2B4270B9665AC,DigiCert Federated Trust CA,DigiCert Inc,US,www.digicert.com
SecurityMetrics DigiCert CA,SecurityMetrics,US,www.securitymetrics.com,2012-10-30 => 2022-10-30,RSA 2048 / sha1WithRSAEncryption,0fdabe972107d7b05bcfa59facceba67,00C2E450B8E231D665F85A685D424664E9F3AFAD,F32DEAF22CE724661F53D5287311AFF2541EB38ECAF49DD877B94023E3A11B1F,DigiCert High Assurance EV Root CA,DigiCert Inc,US,www.digicert.com
SecurityMetrics DigiCert EV CA,SecurityMetrics,US,www.securitymetrics.com,2012-10-30 => 2022-10-30,RSA 2048 / sha1WithRSAEncryption,0bc964d210d45eda496aead8c3a375bf,72AD0899D7147054B3F4834F02B85B4944B6E95F,6B2328E7FFF598B2ADF90B7F3EA42B45FA606D78E2B117B7D60E99E828CF7565,DigiCert High Assurance EV Root CA,DigiCert Inc,US,www.digicert.com
DigiCert High Assurance EV Root CA,DigiCert Inc,US,www.digicert.com,2018-08-13 => 2022-11-04,RSA 2048 / sha256WithRSAEncryption,0edfaf460bb13647258c457b2b963580,1488ED2015AABA89D10B1A8D779477B0B00AE82B,071B8B4B13AD7B2BE09FDD7FBDF3482460838098C21519B83B3150F8E919832D,DigiCert Transition RSA Root,DigiCert Inc,US,www.digicert.com
DigiCert Global Root G3,DigiCert Inc,US,www.digicert.com,2017-11-06 => 2022-11-05,EC 384 / sha384ecdsaWithECEncryption,3dcd5f225ea4c96d4b9094a02d2b56c6,1CC4C0AA354F1F77186F8C029D7A94938D07213F,53A5E32ACC5714ED20C7778C655D1EE97EC07156074C8B016E2CFC73E9D2712B,VeriSign Class 3 Public Primary Certification Authority - G4,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2007 VeriSign, Inc. - For authorized use only"
DigiCert Transition ECC Root,DigiCert Inc,US,www.digicert.com,2017-11-06 => 2022-11-05,EC 256 / sha384ecdsaWithECEncryption,79c67041b4623204394dd042fb6e9680,27B0F37BDB6366258E7CC20588CF8AD6A7C92728,DB98194E55B936D26E6CB3F460A262EB6CA66337E7BFF17A0BFC083251F63626,VeriSign Class 3 Public Primary Certification Authority - G4,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2007 VeriSign, Inc. - For authorized use only"
DigiCert Global Root G2,DigiCert Inc,US,www.digicert.com,2017-11-06 => 2022-11-05,RSA 2048 / sha256WithRSAEncryption,63180d38fb809778a9d035a31618f840,E995EF91268DE15CA22C0C74CBE92EB6C831487E,2D4FAD3455AB61397401ABBB518922F84336B67E02FC8D2DB283825C4AB981BB,VeriSign Class 3 Public Primary Certification Authority - G5,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2006 VeriSign, Inc. - For authorized use only"
DigiCert Transition RSA Root,DigiCert Inc,US,www.digicert.com,2017-11-06 => 2022-11-05,RSA 2048 / sha256WithRSAEncryption,78aea431c15ceb757b0d8a610a748e67,2EB01A16D55D260490206873D6D03F38ECA83189,0D88900DBB68C6CA5471F653FCACD407EBD7B1519046F9E0B8CED3C274FD11A1,VeriSign Class 3 Public Primary Certification Authority - G5,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2006 VeriSign, Inc. - For authorized use only"
QuoVadis Global SSL ICA G3,QuoVadis Limited,BM,,2012-11-06 => 2022-11-06,RSA 4096 / sha256WithRSAEncryption,7ed6e79cc9ad81c4c8193ef95d4428770e341317,E90BCCA3D134127EF646E854723F137D7971DB64,CAB9C12DBDE3AD5D2BC0201B54B18BE209CD5E146AAA085ABBDF241B096DFF47,QuoVadis Root CA 2 G3,QuoVadis Limited,BM,
E-Sign C2 Firma Electronica Avanzada Consumer Individual CA G2,E-Sign S.A.,CL,Symantec Trust Network,2012-11-15 => 2022-11-14,RSA 2048 / sha256WithRSAEncryption,2f6196c61e9593bae37dd2c2580a2df1,BAAA9FC12F25FDF9FAC37A16AC5E0A7593F20348,BE4D872225F013B6E17595AA29F3C0B9F85C403E6C9B483550B069E4A2F47BFE,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
E-Sign C2 Firma Electronica Avanzada Consumer Individual CA G2,E-Sign S.A.,CL,Symantec Trust Network,2012-11-15 => 2022-11-14,RSA 2048 / sha256WithRSAEncryption,5e1e97bbae21c18291935f12cf69e86d,3AE0BECBDDBF8C2FE6F7F83C61C8D386E1E1EACD,52A5E31287A0F89159F7BB4BD3A6A270DEE583A77261F6D00DD92D8C9424E800,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
E-Sign SC Class 2 Consumer Individual Subscriber CA - G2,E-Sign S.A.,CL,Symantec Trust Network,2012-11-15 => 2022-11-14,RSA 2048 / sha256WithRSAEncryption,35b6528ecc9fd39066ae03f78e8bc525,CF0DBF2C4BDE38EA2096DFA12F18A8F48572C409,C34A5709122DC9EAF3021B979D4843FBB41C5B24326BECE84D2F686675A1B6EC,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
E-Sign SC Class 2 Consumer Individual Subscriber CA - G2,E-Sign S.A.,CL,Symantec Trust Network,2012-11-15 => 2022-11-14,RSA 2048 / sha256WithRSAEncryption,7c8e03f9357f8362e8b373992c3ef9fd,2D6C226A94EFD1A2CE038064A1A96C7F11B95EA6,72F0E3B1B8CD1A86BDF7D022DA4131C302293CAE820B28A597BC84D041B8971D,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
SRI International CA - G2,SRI International,US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2012-11-15 => 2022-11-14,RSA 2048 / sha256WithRSAEncryption,0597d4a78033303f331ad87011580081,FBDB4210B829EB93399A0E3B09120DC57CD31FAE,8F11E6AE162CD9472CAB0B6C023A56D8A442BD5981DD0CDBBCD5D501923223B7,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
SRI International CA - G2,SRI International,US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2012-11-15 => 2022-11-14,RSA 2048 / sha256WithRSAEncryption,0c17a8665f5413bf7d62f67f53205c07,38486B1AEBA83D7AFC18874A266BBD9EA64F28D7,5B6A31D14ED98E8CF23A115BC45E87B8ECD82A937A29DBE0EFBA3C8133494B74,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Honeywell International Co-branded CA,Honeywell International Inc.,US,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2012-12-05 => 2022-12-04,RSA 2048 / sha256WithRSAEncryption,1f19a0893456db59bef0d16a9634622d,CCF3B98FFE7F3B66C30B1B58F8E36C5BCB6D9FF4,7C932E8709835BEC74AAB6F02E958DF70995B3FED5FE4C375D66B1228555D8ED,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
GeoTrust Primary Transition Root,"DigiCert, Inc",US,www.digicert.com,2017-12-08 => 2022-12-07,RSA 2048 / sha256WithRSAEncryption,4dbd50eda475a389ad18a0aa247d57c5,37C8DB17B0D21074542B770BE2D82E55952F0A64,F54F6CED56CF682B570A6CAEC313E9482760DE12E8F928AE30452C4C66AC761A,GeoTrust Primary Certification Authority,GeoTrust Inc.,US,
thawte Primary Transition Root,"DigiCert, Inc",US,www.digicert.com,2017-12-08 => 2022-12-07,RSA 2048 / sha256WithRSAEncryption,06776fba09f6d34694325ecb0d267472,A4E411DE0AFD61977640F9D86920C5E70EB50AE3,DBA1097710F3C629943C23DC7503AC82B9142825EF049F1C26538DB36B480549,thawte Primary Root CA,"thawte, Inc.",US,"Certification Services Division,(c) 2006 thawte, Inc. - For authorized use only"
thawte Primary G3 Transition Root,"DigiCert, Inc",US,www.digicert.com,2017-12-08 => 2022-12-07,RSA 2048 / sha256WithRSAEncryption,2ce0dda0a50d58f1b98b9cd051a70f75,4D90532C6F822803AF39529350218A1448E87FE2,85743AEA6A97C13445E0824C2E1FE502B97ADD124A97EF5120FE07F55812FC33,thawte Primary Root CA - G3,"thawte, Inc.",US,"Certification Services Division,(c) 2008 thawte, Inc. - For authorized use only"
DigiCert Universal Transition Root,"DigiCert, Inc",US,www.digicert.com,2017-12-08 => 2022-12-07,RSA 2048 / sha256WithRSAEncryption,7708008661c2f26765bd4ddac7940e2f,029EEDAF52BC5B848C30E5136F521D6D3DE42DFB,88A07073D4527069DC9E978053F35729705C058302648ED02E5FCE6561459E61,VeriSign Universal Root Certification Authority,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2008 VeriSign, Inc. - For authorized use only"
Symantec Class 3 ECC 256 bit Extended Validation CA,Symantec Corporation,US,Symantec Trust Network,2012-12-20 => 2022-12-19,EC 256 / sha384ecdsaWithECEncryption,4d955d20af85c49f6925fbab7c665f89,CAC55F77BC17B247B0B9F591F58E6AE97BFB9E1B,5AD4183B54F0E2762DA8D910E1E7E9F2AB2F1BC4CE6A638F0DBBF337EB4A139F,VeriSign Class 3 Public Primary Certification Authority - G4,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2007 VeriSign, Inc. - For authorized use only"
Symantec Class 3 ECC 256 bit SSL CA,Symantec Corporation,US,Symantec Trust Network,2012-12-20 => 2022-12-19,EC 256 / sha384ecdsaWithECEncryption,0bb8a60497d81e27bbf5f2687d12fd04,16172B729809744A36E26BA0E5A5998629EF8AC3,ADEBF83FD3D3F9546BB77FAAB516DD9337CCF91E1198F74337769EC68E6E826E,VeriSign Class 3 Public Primary Certification Authority - G4,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2007 VeriSign, Inc. - For authorized use only"
Symantec Class 3 ECC 384 bit Extended Validation CA,Symantec Corporation,US,Symantec Trust Network,2012-12-20 => 2022-12-19,EC 384 / sha384ecdsaWithECEncryption,7a760b273c322398d3d4f86b6ebb2d50,38CC3D7EF869604DB39D34FDB7BD66D07442E9B6,77FE876A1C476349F5EB9AE9BF53F7814A0AE411562667C58B7ED27869C54091,VeriSign Class 3 Public Primary Certification Authority - G4,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2007 VeriSign, Inc. - For authorized use only"
Symantec Class 3 ECC 384 bit SSL CA,Symantec Corporation,US,Symantec Trust Network,2012-12-20 => 2022-12-19,EC 384 / sha384ecdsaWithECEncryption,535e42b75bae2f1eb66c725d2f10c6f6,B90504ED56CC18399D23540DE2466802C743710B,14214583E5F49CE2DB88B93CFE3F7D81B678C86AFBCA9240BAA4B9E4CE90BF2C,VeriSign Class 3 Public Primary Certification Authority - G4,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2007 VeriSign, Inc. - For authorized use only"
DigiCert Federated ID L2 CA,DigiCert Inc,US,www.digicert.com,2014-01-07 => 2023-01-07,RSA 2048 / sha256WithRSAEncryption,0b0b668d370783b772ffadca66f11673,9956E68436CD8856AA2C6FF1947A3C27D4BB07C8,91FDEB52D4265120B843B195D1B6CDB5CE61251865A45A3E920E610FDDA660D3,DigiCert Federated Trust CA,DigiCert Inc,US,www.digicert.com
DigiCert Federated ID L3 CA,DigiCert Inc,US,www.digicert.com,2014-01-07 => 2023-01-07,RSA 2048 / sha256WithRSAEncryption,0971eaaac4b230da6a7a9bec66b4b9a9,4CDE1CE2BC31F6DE82E90E2799ED003ED6376DA0,85760F77DB0FD0D93C21EE0364B8EAB09B82CF49B7849831038209B5B1081363,DigiCert Federated Trust CA,DigiCert Inc,US,www.digicert.com
